# app	/Users/jacob/githubApps/Scale/src-tauri/target/release/bundle/macos/Sovatela.app
# version	1.6.0
phase	time	source	remote
pricing	09:09:05	rust	185.199.109.133:443
pricing	09:09:06	rust	51.159.86.116:443
pricing	09:09:06	rust	185.199.108.153:443
pricing	09:09:06	rust	185.199.109.133:443
pricing	09:09:06	rust	51.159.86.116:443
pricing	09:09:06	rust	185.199.108.153:443
pricing	09:09:06	rust	185.199.109.133:443
pricing	09:09:07	rust	51.159.86.116:443
pricing	09:09:07	rust	185.199.108.153:443
pricing	09:09:07	rust	185.199.109.133:443
pricing	09:09:07	rust	51.159.86.116:443
pricing	09:09:07	rust	185.199.108.153:443
pricing	09:09:07	rust	185.199.109.133:443
pricing	09:09:08	rust	51.159.86.116:443
